PERIODO;PROGRAMA;GRUPO_REFERENCIA;PUNTAJE_GLOBAL;PERCENTIL_NACIONALGLOBAL;PERCENTIL_GRUPOREFGLOBAL;PUNTAJE_PRUEBA.CCiudadanas;PERCENTIL_NACIONALPRUEBA.CCiudadanas;PERCENTIL_GRUPOREFPRUEBA.CCiudadanas;PUNTAJE_PRUEBA.LectCritica;PERCENTIL_NACIONALPRUEBA.LectCritica;PERCENTIL_GRUPOREFPRUEBA.LectCritica;PUNTAJE_PRUEBA.RazCuanti;PERCENTIL_NACIONALPRUEBA.RazCuanti;PERCENTIL_GRUPOREFPRUEBA.RazCuanti
20163;INGENIERIA ELECTRICA;INGENIERÍA;196;98;97;193;93;92;196;94;93;214;99;96
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;162;72;79;159;60;66;155;56;64;201;96;98
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;206;100;100;208;99;100;222;100;100;194;92;96
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;161;69;77;180;83;89;152;53;61;170;74;81
20163;DERECHO;DERECHO;188;95;94;194;94;88;214;99;99;196;93;97
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;169;80;86;184;87;92;169;73;81;158;62;69
20163;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;176;87;81;193;93;92;164;68;62;180;83;65
20163;DERECHO;DERECHO;181;91;89;162;63;48;194;93;90;188;89;93
20163;CIENCIA POLITICA Y GOBIERNO;CIENCIAS SOCIALES;183;92;86;196;95;89;183;86;76;180;84;89
20163;PSICOLOGIA;PSICOLOGÍA;165;74;79;164;66;65;153;54;52;156;59;74
20163;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;161;70;80;178;82;88;185;88;92;148;49;70
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;161;69;77;138;35;39;149;49;57;156;58;65
20163;INGENIERIA MECANICA;INGENIERÍA;177;87;82;178;82;79;171;75;70;193;92;81
20163;PSICOLOGIA;PSICOLOGÍA;176;87;91;180;84;84;149;48;45;205;97;100
20163;MEDICINA;MEDICINA;182;92;73;168;71;48;193;92;79;199;95;85
20163;MEDICINA;MEDICINA;186;94;79;179;83;63;202;97;88;180;83;61
20163;DERECHO;DERECHO;169;79;76;169;73;59;178;82;76;135;33;39
20163;INGENIERIA MECANICA;INGENIERÍA;199;99;98;192;93;92;189;90;88;179;83;64
20163;INGENIERIA MECANICA;INGENIERÍA;157;63;52;118;17;15;80;1;1;199;95;86
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;198;98;98;205;98;98;209;98;98;229;100;100
20163;INGENIERIA MECANICA;INGENIERÍA;146;45;34;127;24;21;128;25;19;151;53;29
20163;INGENIERIA MECANICA;INGENIERÍA;219;100;100;161;63;59;214;99;99;198;95;86
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;145;44;52;151;50;56;153;54;62;147;48;54
20163;CIENCIA POLITICA Y GOBIERNO;CIENCIAS SOCIALES;166;76;67;180;84;73;183;86;75;125;23;32
20163;ECONOMIA;ECONOMIA;186;94;76;190;91;78;181;85;66;190;90;70
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;175;86;91;168;71;77;159;61;69;159;62;69
20163;INGENIERIA CIVIL;INGENIERÍA;198;99;98;194;94;93;196;94;93;209;98;94
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;150;53;61;166;69;76;163;66;74;108;9;9
20163;DERECHO;DERECHO;165;75;71;181;85;75;165;69;61;136;34;40
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;168;79;85;158;59;66;135;32;38;175;79;85
20163;ECONOMIA;ECONOMIA;174;85;59;191;92;80;162;65;38;166;70;39
20163;ECONOMIA;ECONOMIA;180;90;68;161;62;38;167;71;45;155;57;25
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;174;85;78;179;83;80;176;81;77;159;63;38
20163;PSICOLOGIA;PSICOLOGÍA;168;79;84;148;46;43;185;88;87;151;52;67
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;172;83;75;181;85;83;166;69;64;168;72;49
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;156;62;50;117;16;15;160;63;57;195;93;82
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;192;97;95;201;97;96;206;98;97;181;84;67
20163;INGENIERIA MECANICA;INGENIERÍA;184;93;89;193;94;92;180;84;81;209;98;93
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;196;98;97;218;100;100;192;92;90;197;94;84
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;182;92;86;191;92;85;185;88;78;168;72;79
20163;INGENIERIA CIVIL;INGENIERÍA;169;79;71;172;76;72;177;81;78;193;92;81
20163;PSICOLOGIA;PSICOLOGÍA;174;85;89;173;76;76;160;62;60;200;95;99
20163;MEDICINA;MEDICINA;185;93;78;190;91;77;212;99;95;169;73;46
20163;MEDICINA;MEDICINA;148;49;21;121;19;9;134;31;12;141;40;16
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;151;54;61;98;5;6;133;30;35;185;87;92
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;184;93;96;166;69;76;175;79;86;176;80;87
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;159;66;59;152;51;40;173;77;65;147;47;57
20163;INGENIERIA MECANICA;INGENIERÍA;196;98;97;176;80;77;205;97;97;193;92;81
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;189;96;98;194;94;97;187;89;94;162;66;73
20163;INGENIERIA MECANICA;INGENIERÍA;185;93;90;97;5;5;187;89;87;206;97;91
20163;INGENIERIA ELECTRICA;INGENIERÍA;188;95;92;199;96;95;184;87;85;211;98;94
20163;MEDICINA;MEDICINA;155;61;32;166;69;45;154;56;28;144;44;18
20163;INGENIERIA MECANICA;INGENIERÍA;204;100;99;190;92;90;214;99;99;219;99;98
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;161;70;78;159;60;67;143;42;50;154;56;63
20163;MEDICINA;MEDICINA;188;95;82;175;79;58;186;88;70;159;62;34
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;167;77;68;151;50;46;157;58;52;163;67;43
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;182;91;87;159;60;56;173;77;73;198;95;86
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;142;39;28;166;69;65;96;4;3;148;49;26
20163;DERECHO;DERECHO;160;69;65;149;47;32;139;37;30;180;84;89
20163;INGENIERIA MECANICA;INGENIERÍA;182;91;87;171;75;71;177;81;78;183;85;68
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;161;69;77;145;42;48;152;53;61;154;56;63
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;184;93;96;165;67;73;182;85;91;192;91;95
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;161;69;58;120;18;16;159;61;55;166;71;48
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;183;92;88;161;62;58;201;96;95;198;94;85
20163;MÚSICA;BELLAS ARTES Y DISEÑO;186;94;90;183;86;84;179;83;74;200;95;96
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;169;80;86;163;64;71;204;97;99;163;67;74
20163;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;184;93;89;194;94;93;196;94;93;190;90;77
20163;INGENIERIA MECANICA;INGENIERÍA;164;74;64;164;66;62;157;58;52;169;73;50
20163;MÚSICA;BELLAS ARTES Y DISEÑO;183;92;88;198;96;95;181;84;76;189;90;90
20163;DERECHO;DERECHO;182;91;90;205;98;95;172;76;69;147;48;55
20163;INGENIERIA CIVIL;INGENIERÍA;212;100;100;189;91;89;202;97;96;233;100;100
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;157;64;79;156;56;66;145;44;56;139;38;40
20163;DERECHO;DERECHO;117;7;5;119;17;9;112;12;9;99;4;5
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;152;55;63;149;47;53;99;5;6;130;28;31
20163;MEDICINA;MEDICINA;166;77;47;174;77;56;179;83;61;158;61;32
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;166;76;90;172;75;84;151;51;65;192;92;96
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;180;90;94;178;82;87;173;78;85;192;91;95
20163;MEDICINA;MEDICINA;213;100;99;207;99;95;213;99;95;211;98;95
20163;ENFERMERIA;ENFERMERÍA;151;54;61;154;53;59;135;33;36;156;58;65
20163;DERECHO;DERECHO;164;74;71;157;58;42;180;84;78;113;12;16
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;177;88;92;174;78;84;183;86;92;170;74;81
20163;ENFERMERIA;ENFERMERÍA;140;36;42;126;23;24;162;65;69;148;49;54
20163;INGENIERIA CIVIL;INGENIERÍA;255;100;100;300;100;100;234;100;100;227;100;99
20163;PSICOLOGIA;PSICOLOGÍA;154;59;63;141;37;34;160;63;61;135;33;44
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;210;100;100;172;76;82;177;82;88;178;82;88
20163;DERECHO;DERECHO;156;62;58;216;100;99;153;54;46;155;57;64
20163;MEDICINA;MEDICINA;172;83;57;179;83;63;176;80;57;171;76;50
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;166;76;83;151;50;56;139;36;43;149;50;56
20163;INGENIERIA MECANICA;INGENIERÍA;175;86;79;145;43;40;178;82;79;186;88;73
20163;PSICOLOGIA;PSICOLOGÍA;175;86;89;175;79;79;172;76;75;176;80;92
20163;INGENIERIA MECANICA;INGENIERÍA;180;90;85;161;63;59;184;87;85;224;100;99
20163;INGENIERIA CIVIL;INGENIERÍA;178;89;83;164;65;62;188;90;88;202;96;89
20163;INGENIERIA CIVIL;INGENIERÍA;223;100;100;209;99;99;209;98;98;199;95;86
20163;INGENIERIA CIVIL;INGENIERÍA;181;91;86;192;93;92;166;69;64;201;96;88
20163;DERECHO;DERECHO;147;47;41;152;51;35;138;36;29;147;48;55
20163;INGENIERIA CIVIL;INGENIERÍA;176;87;81;145;43;39;165;69;63;181;84;66
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;168;79;86;146;43;49;157;59;67;129;27;29
20163;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;159;67;78;182;86;91;165;69;76;151;53;73
20163;MEDICINA;MEDICINA;196;98;91;220;100;99;200;96;87;200;95;87
20163;MEDICINA;MEDICINA;174;85;60;173;77;55;172;76;51;162;66;37
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;178;88;93;205;98;99;174;79;86;164;68;75
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;139;34;40;150;49;55;113;12;14;105;7;7
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;152;57;45;103;8;7;110;10;8;158;61;37
20163;PSICOLOGIA;PSICOLOGÍA;185;94;96;175;79;79;198;95;95;147;47;62
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;155;61;69;157;57;64;120;18;21;158;61;68
20163;INGENIERIA MECANICA;INGENIERÍA;192;97;95;194;94;93;196;94;93;214;99;96
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;133;25;29;100;6;7;123;20;24;94;2;2
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;195;98;99;205;98;99;185;88;93;171;76;83
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;200;99;100;189;91;94;195;94;97;187;88;93
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;206;100;100;184;87;92;216;99;100;205;97;99
20163;PSICOLOGIA;PSICOLOGÍA;197;98;99;193;94;94;201;96;96;194;93;98
20163;DERECHO;DERECHO;209;100;100;206;98;96;206;98;96;194;93;96
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;189;95;91;178;82;71;191;92;83;163;67;76
20163;DERECHO;DERECHO;171;82;79;182;85;75;168;71;64;165;69;76
20163;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;172;83;90;175;79;86;171;75;82;164;68;85
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;178;89;84;189;91;90;164;67;61;175;79;59
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;177;88;92;201;97;99;196;94;97;130;28;31
20163;INGENIERIA CIVIL;INGENIERÍA;174;85;79;150;49;45;200;96;95;180;83;65
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;208;100;100;189;91;89;202;96;96;188;89;75
20163;INGENIERIA MECANICA;INGENIERÍA;157;64;52;150;49;45;148;47;41;156;58;34
20163;INGENIERIA MECANICA;INGENIERÍA;181;91;86;192;93;92;166;70;64;206;97;91
20163;INGENIERIA CIVIL;INGENIERÍA;169;80;71;158;58;55;182;86;83;165;69;46
20163;INGENIERIA ELECTRICA;INGENIERÍA;138;32;22;112;12;11;174;78;74;210;98;94
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;170;81;73;143;40;37;180;84;81;181;84;66
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;127;16;19;93;3;4;132;29;37;148;49;53
20163;MEDICINA;MEDICINA;158;66;36;178;82;62;142;41;17;162;66;38
20163;INGENIERIA ELECTRICA;INGENIERÍA;187;95;92;158;58;54;202;96;96;209;98;94
20163;INGENIERIA MECANICA;INGENIERÍA;187;94;91;184;87;85;187;89;87;207;97;92
20163;DERECHO;DERECHO;161;70;66;175;79;67;174;79;72;104;6;8
20163;DERECHO;DERECHO;181;91;89;184;87;78;180;84;78;168;72;79
20163;DERECHO;DERECHO;190;96;95;182;86;75;183;87;81;159;62;69
20163;DERECHO;DERECHO;178;89;87;186;89;80;184;87;81;156;59;66
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;149;51;65;135;31;38;147;46;58;154;57;62
20163;DERECHO;DERECHO;129;19;15;153;52;37;133;30;24;125;23;28
20163;MEDICINA;MEDICINA;169;80;52;164;66;42;154;55;28;145;45;19
20163;INGENIERIA MECANICA;INGENIERÍA;157;64;52;113;13;12;137;34;28;199;95;86
20163;INGENIERIA CIVIL;INGENIERÍA;156;62;50;170;73;70;129;26;20;185;87;71
20163;DERECHO;DERECHO;192;97;96;201;97;93;203;97;95;183;86;91
20163;INGENIERIA MECANICA;INGENIERÍA;198;98;98;166;68;64;216;100;99;221;100;98
20163;INGENIERIA MECANICA;INGENIERÍA;180;90;85;160;61;57;162;65;59;182;85;67
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;163;73;80;171;74;81;144;42;50;157;61;68
20163;INGENIERIA ELECTRONICA;INGENIERÍA;231;100;100;191;92;91;229;100;100;225;100;99
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;154;60;48;153;52;48;156;57;51;154;56;32
20163;DERECHO;DERECHO;154;60;55;153;52;36;152;53;45;164;68;75
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;186;94;91;165;67;63;193;93;91;170;74;52
20163;MEDICINA;MEDICINA;155;61;31;144;41;21;134;31;12;147;48;21
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;144;42;31;152;51;47;108;9;7;158;62;37
20163;PSICOLOGIA;PSICOLOGÍA;146;45;48;132;29;24;138;35;31;136;34;45
20163;DERECHO;DERECHO;139;34;29;123;21;11;112;11;9;87;1;1
20163;INGENIERIA MECANICA;INGENIERÍA;235;100;100;202;97;97;300;100;100;233;100;100
20163;PSICOLOGIA;PSICOLOGÍA;188;95;97;176;80;80;189;90;90;184;87;96
20163;ECONOMIA;ECONOMIA;183;92;73;184;87;70;190;91;75;202;96;83
20163;PSICOLOGIA;PSICOLOGÍA;161;70;75;191;92;93;158;60;58;141;41;54
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;148;49;44;156;56;44;145;44;35;136;35;44
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;204;100;98;218;100;99;202;96;92;170;74;82
20163;ECONOMIA;ECONOMIA;193;97;86;204;98;93;185;88;70;209;98;90
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;154;59;67;139;35;40;139;37;44;164;69;76
20163;INGENIERIA MECANICA;INGENIERÍA;167;78;69;181;85;82;140;38;32;166;71;48
20163;DERECHO;DERECHO;179;90;88;202;97;94;184;87;82;143;43;50
20163;INGENIERIA ELECTRONICA;INGENIERÍA;176;86;80;186;89;87;190;91;89;191;91;78
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;178;88;93;149;47;53;189;90;95;188;89;94
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;216;100;100;300;100;100;184;87;93;189;90;94
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;177;87;96;203;97;100;168;72;85;138;36;38
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;180;90;86;177;81;78;171;76;71;166;70;47
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;187;95;92;172;76;72;193;93;91;211;98;94
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;182;92;88;197;96;95;188;90;88;197;94;84
20163;INGENIERIA MECANICA;INGENIERÍA;171;82;74;142;39;36;165;68;63;183;85;68
20163;DERECHO;DERECHO;208;100;100;200;97;93;212;99;98;200;95;98
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;177;88;93;172;76;82;179;83;90;185;87;92
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;158;66;54;140;37;34;151;51;45;197;94;85
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;137;31;36;107;10;11;115;13;16;143;43;48
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;177;87;79;184;88;78;184;87;77;155;58;67
20163;PSICOLOGIA;PSICOLOGÍA;211;100;100;219;100;100;217;100;100;213;99;100
20163;PSICOLOGIA;PSICOLOGÍA;171;82;87;181;85;85;174;78;77;152;54;70
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;119;9;10;95;4;4;79;1;1;97;3;3
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;167;78;84;175;79;84;121;18;22;184;87;92
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;141;37;26;143;40;37;134;31;25;154;56;32
20163;PSICOLOGIA;PSICOLOGÍA;200;99;99;206;98;99;212;99;99;177;81;92
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;204;100;100;208;99;100;176;80;87;209;98;99
20163;ENFERMERIA;ENFERMERÍA;164;74;82;171;74;80;171;75;79;148;49;54
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;146;47;54;88;2;2;139;37;44;180;84;89
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;154;59;74;138;34;41;159;62;75;158;61;67
20163;ENFERMERIA;ENFERMERÍA;158;65;73;158;59;65;171;75;79;152;53;59
20163;DERECHO;DERECHO;168;79;76;156;56;41;157;59;51;113;12;15
20163;ENFERMERIA;ENFERMERÍA;130;21;24;104;8;8;152;52;56;134;32;34
20163;INGENIERIA CIVIL;INGENIERÍA;171;82;75;174;78;75;189;90;88;171;76;54
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;179;89;84;194;94;93;165;68;63;149;51;27
20163;INGENIERIA CIVIL;INGENIERÍA;165;75;66;174;78;75;172;76;72;167;71;48
20163;CIENCIA POLITICA Y GOBIERNO;CIENCIAS SOCIALES;149;51;46;142;39;29;130;27;22;134;32;42
20163;DERECHO;DERECHO;154;59;55;166;69;54;150;50;42;89;1;2
20163;PSICOLOGIA;PSICOLOGÍA;185;93;96;196;95;96;203;97;97;152;54;69
20163;MEDICINA;MEDICINA;132;24;8;127;24;12;166;69;42;164;68;40
20163;MEDICINA;MEDICINA;190;96;84;196;95;86;188;90;73;213;99;96
20163;ECONOMIA;ECONOMIA;186;94;77;192;93;81;191;92;78;191;91;71
20163;INGENIERIA ELECTRONICA;INGENIERÍA;172;83;76;163;64;60;173;78;74;177;81;61
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;136;29;33;163;65;71;107;9;10;108;9;9
20163;DERECHO;DERECHO;168;78;75;181;85;74;142;41;33;168;72;79
20163;INGENIERIA MECANICA;INGENIERÍA;211;100;100;207;99;98;204;97;97;221;100;98
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;145;44;56;106;9;10;152;53;66;141;41;43
20163;DERECHO;DERECHO;179;89;87;159;60;45;191;92;88;149;50;57
20163;MEDICINA;MEDICINA;190;96;84;189;91;77;195;94;82;179;83;60
20163;MEDICINA;MEDICINA;174;85;60;166;69;45;173;77;52;182;85;64
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;167;77;84;161;62;69;144;42;50;197;94;97
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;179;90;94;197;95;97;96;4;5;189;89;94
20163;INGENIERIA ELECTRONICA;INGENIERÍA;178;88;83;195;94;93;179;83;80;181;84;66
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;126;15;17;94;4;4;82;1;1;127;25;27
20163;DERECHO;DERECHO;213;100;100;199;96;92;227;100;100;213;99;100
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;140;36;46;128;24;29;119;17;21;161;65;71
20163;ECONOMIA;ECONOMIA;166;76;44;177;81;62;148;47;22;210;98;91
20163;INGENIERIA MECANICA;INGENIERÍA;173;84;78;185;88;86;167;71;66;204;96;90
20163;INGENIERIA CIVIL;INGENIERÍA;129;19;12;101;6;6;121;19;14;119;17;6
20163;ENFERMERIA;ENFERMERÍA;130;20;23;130;26;28;153;54;57;108;9;8
20163;INGENIERIA MECANICA;INGENIERÍA;181;91;86;199;96;96;198;95;94;212;98;95
20163;ENFERMERIA;ENFERMERÍA;169;79;87;174;77;83;178;82;87;164;68;77
20163;INGENIERIA MECANICA;INGENIERÍA;152;56;43;142;39;36;159;62;56;193;92;81
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;170;81;87;199;96;98;164;67;76;112;12;12
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;134;26;30;106;9;10;112;12;14;128;25;28
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;178;88;97;192;93;97;169;73;85;180;83;90
20163;RELACIONES INTERNACIONALES;CIENCIAS SOCIALES;206;100;98;300;100;100;207;98;94;199;95;98
20163;MEDICINA;MEDICINA;201;99;95;166;69;45;203;97;89;202;96;89
20163;PSICOLOGIA;PSICOLOGÍA;176;86;90;175;79;79;177;82;81;146;47;61
20163;MEDICINA;MEDICINA;165;75;45;161;62;38;131;28;10;185;87;69
20163;DERECHO;DERECHO;209;100;100;216;100;99;211;99;98;181;85;90
20163;CIENCIA POLITICA Y GOBIERNO;CIENCIAS SOCIALES;198;99;96;205;98;95;175;79;68;180;84;90
20163;DERECHO;DERECHO;163;72;69;157;58;43;155;56;48;161;65;72
20163;DERECHO;DERECHO;171;82;80;177;81;69;160;62;54;171;75;82
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;188;95;98;188;90;94;194;93;97;202;96;98
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;97;1;1;114;14;15;96;4;5;104;7;7
20163;MEDICINA;MEDICINA;207;100;98;213;99;98;210;99;94;222;100;99
20163;CIENCIA POLITICA Y GOBIERNO;CIENCIAS SOCIALES;221;100;100;221;100;100;230;100;100;205;97;99
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;176;87;92;177;81;86;126;23;27;157;60;67
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;191;97;99;191;92;95;188;90;95;215;99;100
20163;INGENIERIA ELECTRONICA;INGENIERÍA;196;98;97;191;92;91;164;67;62;214;99;96
20163;PSICOLOGIA;PSICOLOGÍA;184;93;95;188;90;91;178;82;82;194;92;98
20163;INGENIERIA MECANICA;INGENIERÍA;154;59;47;162;64;60;166;70;64;167;72;49
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;148;50;57;121;19;21;102;6;7;169;74;81
20163;CONTADURIA PUBLICA;CONTADURÍA Y AFINES;164;73;87;173;77;86;159;62;75;164;68;75
20163;INGENIERIA ELECTRICA;INGENIERÍA;186;94;91;187;90;88;184;87;85;205;97;91
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;188;95;92;169;72;69;189;90;89;211;98;95
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;131;21;25;98;5;6;144;43;50;125;22;24
20163;PSICOLOGIA;PSICOLOGÍA;185;94;96;176;80;80;170;74;73;206;97;100
20163;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;179;89;94;176;80;87;187;89;93;160;63;82
20163;LICENCIATURA EN PEDAGOGIA  INFANTIL;EDUCACIÓN;167;78;86;186;89;93;169;73;80;170;74;89
20163;MEDICINA;MEDICINA;165;74;45;172;75;53;186;89;71;162;66;37
20163;MEDICINA;MEDICINA;192;97;87;179;82;63;207;98;92;183;86;66
20163;MÚSICA;BELLAS ARTES Y DISEÑO;143;41;28;108;10;10;149;48;35;138;36;33
20163;INGENIERIA ELECTRONICA;INGENIERÍA;169;80;72;162;63;59;151;51;45;176;80;60
20163;INGENIERIA ELECTRICA;INGENIERÍA;144;42;30;106;9;8;127;24;19;174;79;58
20163;INGENIERIA MECANICA;INGENIERÍA;180;90;85;158;58;55;172;77;72;206;97;91
20163;INGENIERIA MECANICA;INGENIERÍA;170;80;72;190;91;90;177;82;78;144;44;22
20163;INGENIERIA CIVIL;INGENIERÍA;162;71;61;167;70;66;206;98;97;162;66;41
20163;DERECHO;DERECHO;170;81;78;176;80;68;169;73;65;152;54;61
20163;ADMINISTRACION DE EMPRESAS;ADMINISTRACIÓN Y AFINES;124;13;15;98;5;6;134;31;37;114;13;13
20163;MEDICINA;MEDICINA;159;67;37;156;56;32;169;73;47;160;64;35
20163;INGENIERIA DE SISTEMAS Y COMPUTACION;INGENIERÍA;192;97;95;212;99;99;171;75;70;232;100;100
20163;INGENIERIA ELECTRONICA;INGENIERÍA;192;97;95;185;88;86;190;91;89;210;98;94
20163;INGENIERIA MECANICA;INGENIERÍA;157;64;53;129;25;23;142;40;34;205;97;91
20163;INGENIERIA ELECTRONICA;INGENIERÍA;205;100;99;210;99;99;226;100;100;216;99;96
20163;INGENIERIA ELECTRONICA;INGENIERÍA;202;99;99;199;96;95;194;93;92;201;95;88
20163;INGENIERIA INDUSTRIAL;INGENIERÍA;182;92;87;163;65;61;200;96;95;169;74;51
20163;MEDICINA;MEDICINA;182;91;73;167;70;46;183;86;66;176;80;56
20163;NEGOCIOS INTERNACIONALES;ADMINISTRACIÓN Y AFINES;174;85;90;156;56;62;179;83;89;190;90;94
20163;INGENIERIA ELECTRONICA;INGENIERÍA;189;96;93;183;86;84;182;86;83;220;100;98
20163;INGENIERIA ELECTRONICA;INGENIERÍA;183;92;89;167;69;66;180;84;81;188;89;74
